id,cliente_id,valor,data
8083,671,20.0,2021-11-29 07:49:19-03:00
8040,702,20.0,2021-11-27 14:10:04-03:00
8022,671,60.0,2021-11-25 10:38:16-03:00
8018,671,30.0,2021-11-24 21:20:10-03:00
8015,671,1000.0,2021-11-24 21:04:51-03:00
7945,671,10.0,2021-11-20 20:57:44-03:00
7942,671,10.0,2021-11-20 20:49:54-03:00
7937,671,1000.0,2021-11-20 18:58:33-03:00
7910,671,40.0,2021-11-19 20:01:51-03:00
7907,370,50.0,2021-11-19 17:07:48-03:00
7902,671,2.0,2021-11-19 15:55:33-03:00
7896,671,30.0,2021-11-19 12:33:57-03:00
7886,671,100.0,2021-11-18 15:17:44-03:00
7881,211,1.479,2021-11-17 20:23:49-03:00
7867,671,1000.0,2021-11-17 18:24:38-03:00
7827,671,100.0,2021-11-17 06:59:43-03:00
7796,671,100.0,2021-11-15 15:29:58-03:00
7766,671,1000.0,2021-11-13 00:16:55-03:00
7756,732,7.751999999999999,2021-11-10 22:31:33-03:00
7733,671,110.0,2021-11-10 06:57:24-03:00
7710,732,29.0,2021-11-09 17:48:17-03:00
7706,732,20.0,2021-11-09 09:37:41-03:00
7679,671,1000.0,2021-11-08 19:54:34-03:00
7674,732,103.0000000000001,2021-11-08 19:43:40-03:00
7648,732,50.2421233842,2021-11-08 00:32:51-03:00
7643,732,5.0,2021-11-07 16:32:27-03:00
7639,671,600.0,2021-11-07 15:43:49-03:00
7614,732,40.0,2021-11-07 12:02:34-03:00
7592,211,417.452952,2021-11-07 00:06:42-03:00
7591,732,48.84040799999998,2021-11-07 00:06:38-03:00
7585,211,7.853999999999999,2021-11-06 17:23:54-03:00
7579,732,3.0,2021-11-06 16:19:58-03:00
7578,732,2.0,2021-11-06 16:14:05-03:00
7571,732,12.0,2021-11-06 14:06:22-03:00
7566,211,50.0,2021-11-06 12:35:54-03:00
7563,732,10.0,2021-11-06 12:13:41-03:00
7544,732,25.0,2021-11-06 00:15:54-03:00
7542,732,3.0,2021-11-05 20:16:28-03:00
7541,732,27.0,2021-11-05 19:03:53-03:00
7539,732,27.0,2021-11-05 18:04:56-03:00
7516,732,15.0,2021-11-05 12:07:52-03:00
7515,732,11.0,2021-11-05 12:07:52-03:00
7514,732,12.0,2021-11-05 12:07:51-03:00
7507,732,7.0,2021-11-04 23:49:36-03:00
7506,732,7.0,2021-11-04 23:49:31-03:00
7492,732,20.0,2021-11-04 22:59:26-03:00
7486,732,20.0,2021-11-04 19:51:20-03:00
7482,370,50.0,2021-11-04 16:11:26-03:00
7478,671,500.0,2021-11-04 12:57:04-03:00
7470,730,10.0,2021-11-04 12:11:26-03:00
7457,732,60.0,2021-11-04 04:56:40-03:00
7445,732,64.89112499999999,2021-11-03 23:19:26-03:00
7439,732,35.0,2021-11-03 20:58:45-03:00
7434,730,2.0,2021-11-03 19:41:06-03:00
7419,671,55.0,2021-11-03 16:49:17-03:00
7411,730,10.0,2021-11-03 15:46:48-03:00
7408,730,5.0,2021-11-03 15:38:34-03:00
7407,730,5.0,2021-11-03 15:38:27-03:00
7387,732,78.0,2021-11-03 11:03:45-03:00
7376,732,20.0,2021-11-03 08:35:26-03:00
7373,732,45.0,2021-11-03 03:17:44-03:00
7360,732,32.5,2021-11-02 18:58:26-03:00
7353,671,600.0,2021-11-02 13:36:28-03:00
7340,732,36.0,2021-11-02 11:49:51-03:00
7338,732,20.0,2021-11-02 11:16:43-03:00
7327,732,26.0,2021-11-02 10:58:34-03:00
7322,732,16.5,2021-11-01 23:29:50-03:00
7299,732,39.0,2021-11-01 17:18:01-03:00
7296,732,16.5,2021-11-01 16:30:12-03:00
7284,732,30.0,2021-11-01 13:42:41-03:00
7276,732,20.0,2021-11-01 09:24:48-03:00
7271,732,30.0,2021-10-31 20:03:51-03:00
7269,730,400.0,2021-10-31 19:47:40-03:00
7267,730,2.0,2021-10-31 18:35:04-03:00
7263,671,50.0,2021-10-31 17:54:47-03:00
7243,732,35.0,2021-10-31 14:50:39-03:00
7222,671,500.0,2021-10-30 20:24:18-03:00
7212,732,100.30000000000013,2021-10-30 17:14:04-03:00
7177,730,2.0,2021-10-29 20:42:13-03:00
7170,732,2.0,2021-10-29 19:16:57-03:00
7169,732,5.0,2021-10-29 19:16:54-03:00
7168,732,2.0,2021-10-29 19:16:50-03:00
7167,732,5.0,2021-10-29 19:16:46-03:00
7156,732,44.88,2021-10-29 17:56:12-03:00
7179,732,50.0,2021-10-29 11:27:21-03:00
7149,732,33.0,2021-10-28 21:17:07-03:00
7140,732,28.018732728729606,2021-10-28 17:15:59-03:00
7130,827,20.0,2021-10-28 11:59:06-03:00
7124,732,80.0,2021-10-28 07:46:22-03:00
7120,737,12.25,2021-10-27 21:27:52-03:00
7111,730,2.0,2021-10-27 20:07:13-03:00
7099,732,50.0,2021-10-27 18:37:27-03:00
7093,732,5.0,2021-10-27 16:48:31-03:00
7092,732,5.0,2021-10-27 16:48:22-03:00
7091,732,29.835,2021-10-27 16:46:15-03:00
7081,732,22.4,2021-10-27 14:17:28-03:00
7074,732,13.26,2021-10-27 12:20:49-03:00
7071,732,40.0,2021-10-27 10:30:05-03:00
7057,732,76.366993342464,2021-10-27 01:42:56-03:00
7038,732,16.0,2021-10-26 17:52:48-03:00
7032,732,30.0,2021-10-26 14:21:53-03:00
7023,732,20.0,2021-10-26 10:42:22-03:00
7021,732,9.52,2021-10-25 23:39:05-03:00
7006,732,50.0,2021-10-25 22:18:02-03:00
6992,732,25.392,2021-10-25 15:37:38-03:00
6970,737,6.0,2021-10-24 20:15:41-03:00
6969,730,2.0,2021-10-24 19:42:05-03:00
6964,730,3.0,2021-10-24 18:50:27-03:00
6961,732,6.65,2021-10-24 18:24:05-03:00
6960,737,6.4,2021-10-24 18:24:04-03:00
6948,732,30.9375,2021-10-24 15:18:13-03:00
6947,732,104.434407,2021-10-24 14:52:06-03:00
6941,732,26.25,2021-10-24 14:25:13-03:00
6929,732,28.125,2021-10-24 10:14:25-03:00
6928,732,20.0,2021-10-24 10:04:17-03:00
6913,732,60.0,2021-10-24 04:47:16-03:00
6905,732,13.148,2021-10-23 22:17:15-03:00
6892,732,101.90000000000003,2021-10-23 17:32:26-03:00
6886,730,2.0,2021-10-23 14:22:40-03:00
6875,732,9.530399999999998,2021-10-23 13:14:46-03:00
6874,732,10.064000000000002,2021-10-23 13:14:46-03:00
6870,732,60.0,2021-10-23 12:40:48-03:00
6866,671,1000.0,2021-10-23 11:03:59-03:00
6861,732,20.0,2021-10-23 10:35:06-03:00
6833,732,100.0,2021-10-22 10:51:12-03:00
6817,732,100.0,2021-10-21 16:31:28-03:00
6805,732,100.0,2021-10-21 12:30:59-03:00
6802,732,20.0,2021-10-21 00:58:01-03:00
6799,732,40.0,2021-10-20 23:44:41-03:00
6795,730,50.0,2021-10-20 20:18:59-03:00
6788,730,400.0,2021-10-20 19:34:09-03:00
6778,730,2.0,2021-10-20 18:28:46-03:00
6774,730,2.0,2021-10-20 18:25:34-03:00
6772,671,400.0,2021-10-20 18:16:47-03:00
6769,732,20.0,2021-10-20 17:43:29-03:00
6756,211,26.0,2021-10-20 13:19:46-03:00
6710,732,74.1132,2021-10-20 00:02:53-03:00
6707,730,2.0,2021-10-19 21:14:11-03:00
6697,730,2.0,2021-10-19 17:38:26-03:00
6694,730,10.0,2021-10-19 16:28:22-03:00
6693,730,2.0,2021-10-19 16:27:03-03:00
6689,732,20.0,2021-10-19 15:39:59-03:00
6685,732,30.0,2021-10-19 13:22:56-03:00
6676,730,10.0,2021-10-18 19:43:48-03:00
6663,730,2.0,2021-10-18 17:59:58-03:00
6662,732,60.0,2021-10-18 17:46:24-03:00
6656,732,20.0,2021-10-18 11:55:26-03:00
6653,732,50.0,2021-10-17 19:04:06-03:00
6621,732,23.104,2021-10-17 12:36:54-03:00
6620,730,2.0,2021-10-17 12:25:02-03:00
6604,730,2.0,2021-10-16 18:49:50-03:00
6608,732,20.0,2021-10-16 18:27:13-03:00
6601,730,20.0,2021-10-16 18:11:35-03:00
6591,730,2.0,2021-10-16 17:17:20-03:00
6609,732,20.0,2021-10-16 16:48:23-03:00
6584,671,500.0,2021-10-16 12:26:12-03:00
6579,732,20.0,2021-10-16 08:16:57-03:00
6575,732,70.0,2021-10-15 23:48:02-03:00
6543,732,138.69,2021-10-14 23:38:46-03:00
6537,737,10.0,2021-10-14 20:57:52-03:00
6527,730,2.0,2021-10-14 17:09:40-03:00
6525,730,2.0,2021-10-14 17:03:47-03:00
6522,730,30.0,2021-10-14 16:52:39-03:00
6517,732,103.00000000000026,2021-10-14 15:26:43-03:00
6516,730,2.0,2021-10-14 13:17:58-03:00
6511,370,50.0,2021-10-14 12:27:07-03:00
6502,732,400.7172960000001,2021-10-14 01:18:47-03:00
6500,730,2.0,2021-10-13 22:30:57-03:00
6497,737,12.5,2021-10-13 20:55:26-03:00
6495,730,2.0,2021-10-13 20:48:30-03:00
6474,732,60.0,2021-10-13 16:15:46-03:00
6446,732,43.2,2021-10-12 17:58:26-03:00
6444,730,2.0,2021-10-12 17:51:36-03:00
6441,732,34.944799999999994,2021-10-12 17:20:10-03:00
6438,730,2.0,2021-10-12 16:56:41-03:00
6430,732,70.19999999999999,2021-10-12 15:27:52-03:00
6411,732,33.495,2021-10-12 13:27:21-03:00
6398,732,20.0,2021-10-12 01:41:59-03:00
6393,730,2.0,2021-10-11 19:18:56-03:00
6384,737,8.0,2021-10-10 21:13:53-03:00
6381,737,18.75,2021-10-10 18:18:40-03:00
6380,737,13.75,2021-10-10 18:18:39-03:00
6373,211,10.0,2021-10-10 15:34:45-03:00
6357,732,20.0,2021-10-10 13:20:30-03:00
6347,737,12.25,2021-10-09 21:07:20-03:00
6330,671,700.0,2021-10-09 13:23:55-03:00
6311,732,30.0,2021-10-08 02:44:35-03:00
6300,730,2.0,2021-10-07 15:05:31-03:00
6288,211,10.0,2021-10-07 13:18:36-03:00
6283,730,2.0,2021-10-07 01:59:58-03:00
6276,730,2.0,2021-10-06 21:07:33-03:00
6274,730,2.0,2021-10-06 21:02:40-03:00
6269,730,2.0,2021-10-06 18:55:05-03:00
6268,730,2.0,2021-10-06 18:54:34-03:00
6260,730,2.0,2021-10-06 18:33:07-03:00
6254,730,2.0,2021-10-06 18:10:20-03:00
6253,730,2.0,2021-10-06 18:10:02-03:00
6251,730,2.0,2021-10-06 18:07:56-03:00
6248,730,2.0,2021-10-06 18:00:46-03:00
6247,730,2.0,2021-10-06 18:00:16-03:00
6246,730,2.0,2021-10-06 17:59:54-03:00
6214,732,52.2,2021-10-05 23:27:45-03:00
6202,715,58.0,2021-10-05 19:45:18-03:00
6197,671,300.0,2021-10-05 19:21:14-03:00
6196,205,17.863999999999997,2021-10-05 16:57:32-03:00
6195,205,75.075,2021-10-05 16:52:13-03:00
6185,730,2.0,2021-10-05 01:58:10-03:00
6183,730,2.0,2021-10-05 01:44:24-03:00
6163,211,25.0,2021-10-04 21:59:41-03:00
6161,205,50.0,2021-10-04 21:59:11-03:00
6155,732,20.0,2021-10-04 20:41:21-03:00
6148,730,2.0,2021-10-04 19:54:18-03:00
6111,730,3.0,2021-10-03 19:40:29-03:00
6095,715,40.0,2021-10-03 16:12:55-03:00
6090,732,153.704352643072,2021-10-03 15:25:25-03:00
6074,732,30.0,2021-10-03 10:42:39-03:00
6067,205,63.39059999999999,2021-10-02 23:09:31-03:00
6064,732,20.0,2021-10-02 21:35:35-03:00
6055,730,2.0,2021-10-02 20:16:52-03:00
6052,730,2.0,2021-10-02 19:41:31-03:00
6032,586,20.0,2021-10-02 15:02:18-03:00
6013,732,110.08,2021-10-01 22:54:35-03:00
6010,730,3.0,2021-10-01 19:51:33-03:00
6002,730,500.0,2021-10-01 14:54:15-03:00
5995,695,208.6886025,2021-09-30 23:27:08-03:00
5991,211,10.0,2021-09-30 18:49:38-03:00
5986,730,2.0,2021-09-30 18:22:37-03:00
5984,730,2.0,2021-09-30 18:14:01-03:00
5980,730,2.0,2021-09-30 17:52:10-03:00
5952,211,10.0,2021-09-30 00:51:10-03:00
5950,205,78.74999999999989,2021-09-30 00:50:51-03:00
5940,732,98.2715328,2021-09-29 23:45:05-03:00
5939,732,112.9480821,2021-09-29 23:25:04-03:00
5935,211,10.0,2021-09-29 21:19:37-03:00
5931,695,10.0,2021-09-29 19:46:56-03:00
5922,741,20.0,2021-09-29 18:41:46-03:00
5920,730,2.0,2021-09-29 18:23:30-03:00
5918,730,2.0,2021-09-29 18:15:13-03:00
5916,730,10.0,2021-09-29 17:51:01-03:00
5907,211,6.017999999999997,2021-09-29 16:25:47-03:00
5901,211,10.0,2021-09-29 16:05:49-03:00
5891,732,20.0,2021-09-29 13:55:45-03:00
5887,732,20.0,2021-09-29 09:34:10-03:00
5879,205,50.0,2021-09-28 20:06:31-03:00
5874,730,2.0,2021-09-28 18:59:47-03:00
5868,730,30.0,2021-09-28 18:35:38-03:00
5866,730,2.0,2021-09-28 18:34:01-03:00
5863,730,2.0,2021-09-28 18:22:48-03:00
5858,730,10.0,2021-09-28 18:08:20-03:00
5857,730,3.0,2021-09-28 18:08:11-03:00
5855,211,13.0,2021-09-28 18:06:10-03:00
5853,737,29.0,2021-09-28 17:57:02-03:00
5847,730,3.0,2021-09-28 13:34:17-03:00
5846,730,2.0,2021-09-28 13:33:37-03:00
5843,730,5.0,2021-09-28 12:58:53-03:00
5841,730,4.0,2021-09-28 12:52:58-03:00
5822,211,20.0,2021-09-28 09:12:33-03:00
5812,730,2.0,2021-09-27 16:36:37-03:00
5811,732,20.0,2021-09-27 16:15:12-03:00
5809,730,2.0,2021-09-27 15:33:47-03:00
5754,732,63.49551,2021-09-26 22:18:32-03:00
5751,730,2.0,2021-09-26 18:48:53-03:00
5746,730,2.0,2021-09-26 17:28:48-03:00
5740,732,20.0,2021-09-26 15:31:52-03:00
5736,730,2.0,2021-09-26 12:17:48-03:00
5733,730,4.0,2021-09-26 11:57:26-03:00
5731,730,4.0,2021-09-26 11:36:15-03:00
5728,730,2.0,2021-09-26 11:24:06-03:00
5727,730,2.0,2021-09-26 11:23:33-03:00
5724,730,2.0,2021-09-26 11:08:10-03:00
5716,732,20.0,2021-09-26 10:12:14-03:00
5714,737,6.0,2021-09-26 10:02:50-03:00
5713,737,20.0,2021-09-26 10:02:50-03:00
5700,732,20.0,2021-09-25 21:49:53-03:00
5699,737,14.5,2021-09-25 21:13:32-03:00
5697,731,100.0,2021-09-25 20:30:34-03:00
5694,730,2.0,2021-09-25 20:27:05-03:00
5677,730,3.0,2021-09-25 16:31:42-03:00
5675,730,2.0,2021-09-25 15:50:11-03:00
5672,732,20.0,2021-09-25 14:55:17-03:00
5662,730,5.0,2021-09-25 12:24:03-03:00
5655,732,20.0,2021-09-25 10:26:03-03:00
5631,732,25.272,2021-09-25 00:17:17-03:00
5626,732,20.0,2021-09-24 22:08:15-03:00
5613,732,50.0,2021-09-24 21:05:22-03:00
5611,737,10.8,2021-09-24 20:28:50-03:00
5610,741,8.36,2021-09-24 20:01:25-03:00
5604,741,10.0,2021-09-24 18:17:11-03:00
5598,730,5.0,2021-09-24 17:52:19-03:00
5596,730,2.0,2021-09-24 17:30:37-03:00
5591,732,30.0,2021-09-24 16:30:58-03:00
5580,741,22.0,2021-09-24 09:46:12-03:00
5563,737,6.8,2021-09-23 23:27:18-03:00
5557,730,5.0,2021-09-23 22:35:08-03:00
5545,737,10.0,2021-09-23 21:00:59-03:00
5538,730,20.0,2021-09-23 18:47:19-03:00
5537,730,5.0,2021-09-23 18:43:30-03:00
5527,730,2.0,2021-09-23 16:51:22-03:00
5523,370,50.0,2021-09-23 15:58:53-03:00
5517,732,63.1728,2021-09-23 14:54:50-03:00
5516,732,31.195,2021-09-23 14:54:50-03:00
5499,741,30.0,2021-09-23 13:24:39-03:00
5493,737,110.0,2021-09-23 12:14:05-03:00
5490,732,77.9328,2021-09-23 11:53:06-03:00
5475,732,25.0,2021-09-23 00:13:24-03:00
5429,586,10.0,2021-09-22 20:49:03-03:00
5421,732,17.55,2021-09-22 19:11:14-03:00
5420,732,7.0200000000000005,2021-09-22 19:11:14-03:00
5415,732,1.02,2021-09-22 17:02:37-03:00
5409,730,5.0,2021-09-22 15:23:37-03:00
5399,732,20.0,2021-09-22 12:48:36-03:00
5387,737,10.0,2021-09-21 20:16:52-03:00
5386,737,6.0,2021-09-21 20:16:52-03:00
5381,730,2.0,2021-09-21 18:12:12-03:00
5372,737,6.0,2021-09-21 15:55:27-03:00
5371,737,12.0,2021-09-21 15:55:27-03:00
5370,737,6.0,2021-09-21 15:55:27-03:00
5369,730,2.0,2021-09-21 15:48:46-03:00
5364,730,20.0,2021-09-21 13:01:42-03:00
5361,730,10.0,2021-09-21 04:02:04-03:00
5351,730,20.0,2021-09-20 14:12:31-03:00
5349,730,497.0,2021-09-20 14:00:41-03:00
5348,730,2.0,2021-09-20 12:54:36-03:00
5346,730,2.0,2021-09-20 12:46:12-03:00
5327,730,10.0,2021-09-19 13:08:21-03:00
5314,737,9.0,2021-09-18 20:46:50-03:00
5313,737,4.0,2021-09-18 20:46:50-03:00
5311,737,8.0,2021-09-18 19:16:15-03:00
5298,737,20.0,2021-09-18 09:13:54-03:00
5289,730,2.0,2021-09-16 19:05:11-03:00
5245,702,4.641,2021-09-11 12:41:13-03:00
5244,370,30.0,2021-09-11 11:04:35-03:00
5229,730,2.0,2021-09-10 18:48:52-03:00
5224,730,2.0,2021-09-10 18:02:10-03:00
5222,730,2.0,2021-09-10 17:54:11-03:00
5216,74,2.28,2021-09-09 22:09:33-03:00
5215,74,2.06,2021-09-09 21:54:54-03:00
5211,74,2.28,2021-09-09 18:57:42-03:00
5174,702,33.6,2021-09-07 23:28:20-03:00
5172,730,5.0,2021-09-07 20:09:11-03:00
5133,730,2.0,2021-09-05 18:25:02-03:00
5117,702,43.537549950000006,2021-09-05 00:17:14-03:00
5104,702,14.228999999999976,2021-09-04 16:33:06-03:00
5099,731,100.0,2021-09-03 19:26:18-03:00
5066,702,20.0,2021-09-01 13:52:37-03:00
5062,74,2.6,2021-08-31 23:46:33-03:00
5053,730,2.0,2021-08-30 18:49:40-03:00
5044,730,2.0,2021-08-30 15:53:15-03:00
5041,730,500.0,2021-08-29 21:32:25-03:00
5037,727,30.0,2021-08-29 12:52:13-03:00
5028,727,20.0,2021-08-28 13:55:52-03:00
5024,702,20.0,2021-08-28 12:56:42-03:00
4976,695,50.0,2021-08-24 16:52:11-03:00
4963,702,20.0,2021-08-23 15:38:50-03:00
4946,370,104.0,2021-08-21 10:38:09-03:00
4934,724,20.0,2021-08-19 21:07:01-03:00
4910,695,50.0,2021-08-18 10:22:21-03:00
4908,702,73.21549375,2021-08-18 01:07:31-03:00
4880,702,65.96831916674999,2021-08-14 15:32:54-03:00
4871,702,20.0,2021-08-12 15:36:47-03:00
4861,695,50.0,2021-08-08 14:49:47-03:00
4850,695,50.0,2021-08-02 18:18:21-03:00
4831,205,22.378604976,2021-07-29 21:54:31-03:00
4813,719,100.0,2021-07-29 01:32:09-03:00
4812,205,27.89736066,2021-07-28 23:28:39-03:00
4811,205,53.7824,2021-07-28 23:08:44-03:00
4810,205,60.75,2021-07-28 23:08:44-03:00
4801,718,1000.0,2021-07-28 20:19:32-03:00
4793,205,82.8657792,2021-07-28 17:16:18-03:00
4750,370,50.0,2021-07-28 10:56:27-03:00
4748,205,44.0,2021-07-28 10:35:31-03:00
4747,205,29.34,2021-07-28 10:35:31-03:00
4714,44,2.5,2021-07-26 22:01:08-03:00
4713,689,122.0,2021-07-26 20:02:07-03:00
4695,205,31.626126,2021-07-25 18:10:30-03:00
4683,695,70.0,2021-07-25 11:49:26-03:00
4664,205,98.0,2021-07-24 23:02:23-03:00
4647,205,56.25,2021-07-24 06:05:46-03:00
4643,205,84.89999999999993,2021-07-24 02:35:03-03:00
4628,205,47.6,2021-07-23 19:10:54-03:00
4627,205,26.4384,2021-07-23 19:10:54-03:00
4620,205,80.256,2021-07-22 23:39:52-03:00
4604,389,10.0,2021-07-21 21:50:42-03:00
4599,205,100.0,2021-07-21 20:59:10-03:00
4587,205,59.23125,2021-07-19 01:11:13-03:00
4581,205,85.8,2021-07-18 22:31:38-03:00
4554,205,40.10999999999999,2021-07-17 21:27:02-03:00
4544,205,48.0654,2021-07-17 15:34:30-03:00
4540,205,7.936500000000002,2021-07-17 15:18:32-03:00
4536,702,20.0,2021-07-17 13:26:04-03:00
4527,205,100.0,2021-07-17 12:05:56-03:00
4503,205,60.29999999999988,2021-07-16 19:11:03-03:00
4501,695,50.0,2021-07-16 18:43:04-03:00
4464,205,52.92000000000001,2021-07-14 23:29:23-03:00
4424,702,20.0,2021-07-13 13:18:56-03:00
4419,695,30.0,2021-07-12 18:00:35-03:00
4408,690,5.1,2021-07-11 19:11:57-03:00
4385,690,100.1,2021-07-10 20:08:21-03:00
4368,690,150.0,2021-07-10 18:06:53-03:00
4357,690,100.0,2021-07-10 17:51:44-03:00
4355,431,1100.0,2021-07-10 17:34:23-03:00
4350,695,50.0,2021-07-10 14:40:18-03:00
4337,690,100.0,2021-07-10 09:50:53-03:00
4327,690,50.0,2021-07-09 18:19:38-03:00
4322,690,100.0,2021-07-09 13:37:40-03:00
4309,690,100.0,2021-07-09 09:49:36-03:00
4296,690,100.0,2021-07-08 16:24:53-03:00
4280,370,50.0,2021-07-07 22:53:08-03:00
4278,690,100.0,2021-07-07 22:52:28-03:00
4253,690,100.0,2021-07-06 18:12:56-03:00
4246,695,50.0,2021-07-06 14:46:41-03:00
4241,690,101.6,2021-07-06 14:05:06-03:00
4231,690,70.0,2021-07-06 09:58:06-03:00
4229,689,2.0,2021-07-06 09:55:18-03:00
4218,690,50.0,2021-07-05 18:35:52-03:00
4206,690,100.0,2021-07-05 15:34:32-03:00
4196,690,75.0,2021-07-05 09:39:05-03:00
4174,690,100.0,2021-07-04 12:33:35-03:00
4171,431,1100.0,2021-07-04 11:25:05-03:00
4160,690,100.0,2021-07-04 07:59:56-03:00
4147,702,20.0,2021-07-03 17:54:53-03:00
4142,690,50.0,2021-07-03 14:18:27-03:00
4127,695,50.0,2021-07-03 13:06:08-03:00
4125,690,100.0,2021-07-03 11:52:26-03:00
4113,690,100.0,2021-07-03 10:13:00-03:00
4105,690,70.0,2021-07-02 17:40:26-03:00
4094,690,100.0,2021-07-02 12:25:29-03:00
4078,690,100.7,2021-07-02 08:35:28-03:00
4055,690,150.0,2021-07-01 11:05:38-03:00
3945,690,1706.25,2021-06-28 19:11:03-03:00
3899,690,110.8,2021-06-27 10:54:51-03:00
3885,690,70.0,2021-06-26 18:52:46-03:00
3883,690,510.0,2021-06-26 18:12:58-03:00
3881,690,100.0,2021-06-26 15:32:49-03:00
3879,690,5.0,2021-06-26 15:10:44-03:00
3878,690,5.0,2021-06-26 15:10:14-03:00
3877,690,20.0,2021-06-26 15:09:41-03:00
3867,690,100.0,2021-06-26 09:57:32-03:00
3862,695,100.0,2021-06-25 20:01:46-03:00
3856,690,20.0,2021-06-25 14:39:22-03:00
3855,690,20.0,2021-06-25 14:39:03-03:00
3850,690,5.0,2021-06-25 09:57:29-03:00
3849,690,5.0,2021-06-25 09:57:02-03:00
3848,690,20.0,2021-06-25 09:55:41-03:00
3847,690,20.0,2021-06-25 09:55:14-03:00
3835,690,50.0,2021-06-24 13:41:02-03:00
3823,690,5.0,2021-06-24 10:59:58-03:00
3822,690,5.0,2021-06-24 10:59:34-03:00
3821,690,50.0,2021-06-24 10:58:51-03:00
3817,690,5.0,2021-06-24 10:20:32-03:00
3816,690,5.0,2021-06-24 10:19:41-03:00
3815,690,20.0,2021-06-24 09:59:53-03:00
3809,690,50.0,2021-06-24 09:47:01-03:00
3787,690,50.0,2021-06-23 12:46:29-03:00
3782,690,20.0,2021-06-23 10:29:50-03:00
3781,690,50.0,2021-06-23 10:28:41-03:00
3774,370,50.0,2021-06-22 11:41:25-03:00
3769,690,100.0,2021-06-22 11:30:39-03:00
3757,690,50.0,2021-06-21 17:14:44-03:00
3753,690,50.0,2021-06-21 10:59:32-03:00
3732,690,50.0,2021-06-19 14:35:44-03:00
3725,690,20.0,2021-06-19 09:32:10-03:00
3724,690,20.0,2021-06-19 09:31:24-03:00
3719,4,17.2575,2021-06-17 21:09:30-03:00
3713,387,10.0,2021-06-17 18:09:44-03:00
3701,690,100.0,2021-06-17 15:51:31-03:00
3697,690,18.36,2021-06-17 15:15:10-03:00
3696,690,20.0,2021-06-17 14:37:29-03:00
3695,690,5.0,2021-06-17 14:36:46-03:00
3694,690,5.0,2021-06-17 14:35:00-03:00
3680,387,5.0,2021-06-15 21:01:31-03:00
3672,387,20.0,2021-06-15 17:33:57-03:00
3666,690,10.0,2021-06-15 11:27:54-03:00
3665,690,10.0,2021-06-15 11:26:22-03:00
3664,690,20.0,2021-06-15 11:21:52-03:00
3663,690,10.0,2021-06-15 11:11:36-03:00
3662,690,10.0,2021-06-15 11:09:50-03:00
3661,431,2.0,2021-06-15 10:41:24-03:00
3652,694,50.0,2021-06-14 20:09:10-03:00
3644,695,10.0,2021-06-14 18:27:28-03:00
3643,695,10.0,2021-06-14 18:26:35-03:00
3642,690,10.0,2021-06-14 17:47:34-03:00
3641,690,10.0,2021-06-14 17:44:41-03:00
3640,690,20.0,2021-06-14 17:43:34-03:00
3639,690,10.0,2021-06-14 17:42:45-03:00
3636,694,200.0,2021-06-14 17:04:36-03:00
3630,690,20.0,2021-06-14 14:16:51-03:00
